Year,Violations
2001,1117
2002,1220
2003,1305
2004,1278
2005,1213
2006,1207
2007,1398
2008,2423
2009,2262
2010,1758
2011,1560
2012,1813
2013,2326
2014,2732
2015,3884
2016,3956
2017,2407
2018,2812
2019,3130
2020,2249
