Date,Sum_District,Sum_State
2010,21439732.223000005,134667906.9619779
2011,23702900.772112463,137244823.40361843
2012,20923211.974499993,130753588.01675558
2013,21582976.491600007,133994930.2055999
2014,20459108.577200007,132191345.17720005
2015,16213832.229699997,120193995.19169997
2016,14897981.7789,106959334.69889997
2017,14967373.751399998,102486435.41340005
2018,15424601.0343,106373724.53929998
