YEAR,Total
2001,11
2002,6
2003,20
2004,33
2005,174
2006,159
2007,183
2008,178
2009,205
2010,137
2011,102
2012,80
2013,113
2014,162
2015,116
2016,129
2017,182
2018,174
2019,260
2020,309
