Year,Violations
2001,2678
2002,3069
2003,3445
2004,3472
2005,3539
2006,3979
2007,3912
2008,3873
2009,3907
2010,4128
2011,3816
2012,4174
2013,3290
2014,1974
2015,1755
2016,1606
2017,1667
2018,1719
2019,1858
2020,1412
2021,5
