Program,State,CD,Facilities,Percent
CAA,AR,,34,2.311352821210061
CWA,AR,,867,18.613138686131386
RCRA,AR,,39,1.566265060240964
CAA,AR,3,2,0.8032128514056224
CWA,AR,3,101,9.369202226345083
RCRA,AR,3,8,1.257861635220126
