YEAR,Total
2001,78
2002,65
2003,122
2004,144
2005,98
2006,63
2007,86
2008,81
2009,86
2010,122
2011,191
2012,182
2013,164
2014,179
2015,109
2016,94
2017,199
2018,521
2019,686
2020,583
