Year,Violations
2001,509
2002,1166
2003,1693
2004,2446
2005,2359
2006,2851
2007,2981
2008,2991
2009,2530
2010,2657
2011,3005
2012,2262
2013,2235
2014,2113
2015,1921
2016,1609
2017,1375
2018,1548
2019,1478
2020,1258
