Year,Violations
2001,35
2002,118
2003,240
2004,256
2005,248
2006,272
2007,297
2008,449
2009,526
2010,470
2011,516
2012,508
2013,354
2014,334
2015,413
2016,398
2017,313
2018,286
2019,410
2020,496
