,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
71485,BLUE PRARIE WWTP,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110064866603,30.188714,-97.582288
72760,CITY OF KYLE WWTP,11,3.0,http://echo.epa.gov/detailed-facility-report?fid=110009771728,29.969917,-97.831667
16870,OLD MANOR,11,,http://echo.epa.gov/detailed-facility-report?fid=110064594906,30.321517,-97.655058
95613,RAILYARD WWTP,11,,http://echo.epa.gov/detailed-facility-report?fid=110010921468,29.995278000000006,-97.800778
1565,WALNUT CREEK WWTP,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110064332324,30.35353,-97.69609
15605,CITY OF BUDA WWTF,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110063625518,30.056861,-97.835833
42382,A & M HEEP WWTP,10,,http://echo.epa.gov/detailed-facility-report?fid=110012684675,30.060805,-97.779909
43576,FIVE STAR CONCRETE,10,,http://echo.epa.gov/detailed-facility-report?fid=110029527126,29.94381,-97.79672
45364,SOUTH KUEHLER WWTF,9,2.0,http://echo.epa.gov/detailed-facility-report?fid=110064517795,29.686627,-98.097537
63956,NORTH KUEHLER WWTP,9,2.0,http://echo.epa.gov/detailed-facility-report?fid=110064591482,29.690144,-98.100577
22696,ALAMO CONCRETE PRODUCTS NEW BRAUNFELS PLANT 71,9,,http://echo.epa.gov/detailed-facility-report?fid=110006801684,29.669652000000006,-98.161621
40958,NEW BRAUNFELS CBP,9,,http://echo.epa.gov/detailed-facility-report?fid=110067373924,29.659240000000004,-98.18096
65553,LATTIMORE MATERIALS CORP - SCHERTZ RM,9,,http://echo.epa.gov/detailed-facility-report?fid=110043671185,29.6227,-98.2513
94353,ALAMO CONCRETE PRODUCTS AUSTIN TODD LANE PLANT 15,9,,http://echo.epa.gov/detailed-facility-report?fid=110009784938,30.209090000000003,-97.73901
106097,MUSTANG RIDGE PLANT,9,,http://echo.epa.gov/detailed-facility-report?fid=110031110580,30.084919,-97.69346
19039,SHAW LANE PLANT 2 9,8,,http://echo.epa.gov/detailed-facility-report?fid=110067436607,30.18641,-97.70471
48576,SOUTH PLANT 1,8,,http://echo.epa.gov/detailed-facility-report?fid=110067433352,30.18992,-97.70078
85062,AUSTIN COLONY WWTP,8,,http://echo.epa.gov/detailed-facility-report?fid=110009775047,30.22906,-97.59172
31801,MARTIN MARIETTA MATERIALS - KIRBY,7,,http://echo.epa.gov/detailed-facility-report?fid=110037519138,29.454107,-98.403093
54514,WINDY HILL WWTP,7,,http://echo.epa.gov/detailed-facility-report?fid=110069224609,30.045833,-97.806666
