Year,Violations
2001,113
2002,49
2003,52
2004,41
2005,26
2006,64
2007,20
2008,16
2009,18
2010,30
2011,36
2012,91
2013,47
2014,36
2015,102
2016,148
2017,44
2018,76
2019,61
2020,85
