YEAR,Total
2001,359
2002,336
2003,489
2004,537
2005,566
2006,628
2007,855
2008,808
2009,946
2010,904
2011,777
2012,699
2013,882
2014,844
2015,718
2016,747
2017,589
2018,672
2019,608
2020,677
