Year,Violations
2001,834
2002,1125
2003,1362
2004,1383
2005,1461
2006,1641
2007,1563
2008,1374
2009,1036
2010,1089
2011,974
2012,709
2013,854
2014,855
2015,923
2016,777
2017,715
2018,839
2019,1054
2020,816
