Date,Sum
2010,11606163.672125
2011,10385885.906106003
2012,10575696.718248997
2013,10518822.741000004
2014,10368069.536999997
2015,11036524.545999995
2016,10498268.174000002
2017,9772767.873000002
2018,11446887.545999998
