Year,Violations
2001,401
2002,785
2003,1067
2004,1398
2005,1491
2006,1582
2007,1642
2008,1680
2009,1495
2010,1207
2011,1378
2012,1174
2013,1097
2014,1025
2015,1055
2016,730
2017,967
2018,1177
2019,1021
2020,755
