,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
4870,VW AUTO INC,13,,http://echo.epa.gov/detailed-facility-report?fid=110070088497,34.19395,-118.36751
99245,MAINTENANCE SERVICES INC,12,,http://echo.epa.gov/detailed-facility-report?fid=110070094583,34.2362,-118.3752
163574,LKQ PICK YOUR PART,12,,http://echo.epa.gov/detailed-facility-report?fid=110070088065,34.237361,-118.378257
83402,EZ MIX INC,11,,http://echo.epa.gov/detailed-facility-report?fid=110070094995,34.227602000000005,-118.37955
110453,ALL STATE AUTO DISMANTLING,11,,http://echo.epa.gov/detailed-facility-report?fid=110070090295,34.23214,-118.37461
7218,BURBANK PLATING SERVICES CORPORATION,10,,http://echo.epa.gov/detailed-facility-report?fid=110000476841,34.27517,-118.42789
7563,ARYZTA LLC,10,,http://echo.epa.gov/detailed-facility-report?fid=110070479219,34.21683,-118.48092
12547,ALPHA RECYCLING DBA RSA,10,,http://echo.epa.gov/detailed-facility-report?fid=110070091707,34.20765,-118.42323
28901,ALL TRUCKS & AUTO WRECKING INC,10,,http://echo.epa.gov/detailed-facility-report?fid=110070094756,34.24908,-118.40466
37116,CARS GALAXY DISMANTLING INC,10,,http://echo.epa.gov/detailed-facility-report?fid=110070095853,34.23195,-118.38663
70803,BOBRICK WASHROOM EQUIPMENT,10,,http://echo.epa.gov/detailed-facility-report?fid=110070095150,34.196369,-118.379053
77764,A M IMPORT AUTO DISMANTLING,10,,http://echo.epa.gov/detailed-facility-report?fid=110070096274,34.24978,-118.40156
77929,"ACCESS STEEL FABRICATING, INC",10,,http://echo.epa.gov/detailed-facility-report?fid=110070086334,34.250840000000004,-118.40444
90305,MIRAGE AUTO DISMANTING,10,,http://echo.epa.gov/detailed-facility-report?fid=110070088336,34.25049,-118.40005
145553,LAS DUNAS CONCRETE TRANSPORT INC,10,,http://echo.epa.gov/detailed-facility-report?fid=110070096550,34.235640000000004,-118.3788
148235,PMC DIRECT PACK INC,10,,http://echo.epa.gov/detailed-facility-report?fid=110067586614,34.25148,-118.40089
156745,APEX SURPLUS CORPORATION,10,,http://echo.epa.gov/detailed-facility-report?fid=110070093377,34.23035,-118.38477
165591,ATHENS SERVICES MONTAGUE,10,,http://echo.epa.gov/detailed-facility-report?fid=110070094198,34.25528,-118.40177
173898,AVIBANK MANUFACTURING INC,10,,http://echo.epa.gov/detailed-facility-report?fid=110002419945,34.201190000000004,-118.38176
189131,ALPINE AUTO PARTS INC,10,,http://echo.epa.gov/detailed-facility-report?fid=110070096716,34.23042,-118.37638
