YEAR,Total
2001,226
2002,346
2003,490
2004,506
2005,463
2006,332
2007,504
2008,816
2009,735
2010,601
2011,562
2012,597
2013,705
2014,760
2015,1020
2016,868
2017,476
2018,535
2019,881
2020,908
