Year,Violations
2001,2337
2002,2306
2003,1484
2004,1171
2005,933
2006,648
2007,700
2008,747
2009,671
2010,554
2011,512
2012,436
2013,437
2014,422
2015,321
2016,367
2017,373
2018,722
2019,1030
2020,876
