Program,State,CD,Facilities,Percent
CAA,IN,,160,8.639308855291576
CWA,IN,,912,7.800205268559698
RCRA,IN,,190,2.183657050913688
CAA,IN,9,19,12.666666666666668
CWA,IN,9,105,6.5420560747663545
RCRA,IN,9,13,1.7735334242837655
