Date,Sum_District,Sum_State
2010,5607134.959999999,163293975.19379792
2011,3353514.76,166722597.35424703
2012,2247352.2499999995,156452492.69041997
2013,2747128.04,157222360.42999992
2014,3386131.0699999994,161334236.360197
2015,2471992.274,143057142.461197
2016,1888838.1459999997,139372152.51277292
2017,1941685.9880000001,138486643.37378806
2018,3089626.8700000006,146262510.55799994
