Year,Violations
2001,14
2002,18
2003,18
2004,11
2005,21
2006,26
2007,15
2008,21
2009,26
2010,12
2011,14
2012,10
2013,5
2014,9
2015,20
2016,16
2017,62
2018,182
2019,304
2020,363
