Date,Count
2001,101
2002,58
2003,47
2004,65
2005,74
2006,64
2007,45
2008,44
2009,15
2010,28
2011,20
2012,25
2013,17
2014,21
2015,24
2016,30
2017,22
2018,31
2019,21
