Year,Violations
2001,0
2002,0
2003,3
2004,11
2005,22
2006,88
2007,57
2008,49
2009,47
2010,69
2011,51
2012,31
2013,53
2014,23
2015,43
2016,47
2017,51
2018,50
2019,66
2020,48
