Date,Count
2001,241
2002,215
2003,206
2004,200
2005,218
2006,181
2007,171
2008,175
2009,142
2010,130
2011,128
2012,113
2013,89
2014,107
2015,95
2016,109
2017,123
2018,105
2019,115
2020,37
