Year,Violations
2001,0
2002,0
2003,0
2004,3
2005,16
2006,84
2007,132
2008,165
2009,148
2010,83
2011,52
2012,40
2013,186
2014,134
2015,184
2016,191
2017,177
2018,196
2019,274
2020,279
