Year,Violations
2001,0
2002,0
2003,1
2004,0
2005,5
2006,26
2007,26
2008,27
2009,26
2010,12
2011,3
2012,7
2013,2
2014,1
2015,5
2016,5
2017,5
2018,1
2019,1
2020,0
