YEAR,Total
2001,0
2002,0
2003,0
2004,5
2005,9
2006,6
2007,13
2008,19
2009,22
2010,15
2011,5
2012,7
2013,7
2014,13
2015,8
2016,0
2017,5
2018,52
2019,182
2020,214
