Year,Violations
2001,36
2002,167
2003,236
2004,467
2005,490
2006,503
2007,629
2008,738
2009,582
2010,888
2011,873
2012,793
2013,789
2014,943
2015,940
2016,1010
2017,1067
2018,954
2019,917
2020,768
