Date,Count
2001,114
2002,125
2003,121
2004,93
2005,100
2006,125
2007,96
2008,80
2009,219
2010,158
2011,129
2012,95
2013,64
2014,47
2015,50
2016,60
2017,61
2018,50
2019,52
2020,33
