Program,State,CD,Facilities,Percent
CAA,WV,,7,0.6542056074766356
CWA,WV,,6298,60.627647285329225
RCRA,WV,,63,1.4125560538116593
CAA,WV,2,5,2.564102564102564
CWA,WV,2,1901,58.54635047736372
RCRA,WV,2,19,1.6101694915254237
