Date,Count
2001,2
2002,5
2003,2
2004,2
2005,11
2006,3
2007,5
2008,4
2009,1
2010,1
2011,1
2012,8
2013,18
2014,6
2015,7
2016,16
2017,5
2018,12
2019,2
2020,2
