Date,Count
2001,16
2002,5
2003,3
2004,1
2005,13
2006,4
2007,4
2008,4
2009,4
2010,7
2011,2
2012,8
2013,31
2014,14
2015,22
2016,15
2017,0
2018,22
2019,15
2020,4
