YEAR,Total
2001,167
2002,154
2003,296
2004,327
2005,388
2006,417
2007,548
2008,667
2009,591
2010,415
2011,459
2012,586
2013,525
2014,532
2015,500
2016,384
2017,279
2018,243
2019,272
2020,194
