Year,Violations
2001,0
2002,4
2003,32
2004,29
2005,33
2006,26
2007,10
2008,7
2009,6
2010,6
2011,3
2012,5
2013,13
2014,6
2015,8
2016,11
2017,8
2018,7
2019,28
2020,21
