Year,Violations
2001,97
2002,100
2003,105
2004,39
2005,29
2006,32
2007,35
2008,22
2009,29
2010,28
2011,54
2012,34
2013,35
2014,66
2015,46
2016,88
2017,83
2018,93
2019,64
2020,71
