Date,Count
2001,19
2002,16
2003,45
2004,31
2005,24
2006,31
2007,24
2008,34
2009,14
2010,22
2011,21
2012,24
2013,17
2014,21
2015,9
2016,9
2017,25
2018,15
2019,12
2020,4
