Date,Amount,Count
2001,1307407.6800000002,786
2002,1205998.99,983
2003,2324114.45,1247
2004,1583688.57,773
2005,1327432.82,628
2006,2149183.23,773
2007,2577190.46,777
2008,1076540.75,689
2009,1181907.8699999999,756
2010,2268286.3,744
2011,1247242.1100000003,614
2012,814253.5399999999,420
2013,1183270.5,423
2014,775536.99,338
2015,8405790.51,460
2016,704110.4199999998,384
2017,1665093.32,530
2018,1166858.7399999998,496
2019,2043255.35,590
2020,1113806.9600000002,396
