Date,Sum
2010,86678856.99937499
2011,90088608.22806333
2012,84128360.17674768
2013,85205751.56200008
2014,82311539.57499996
2015,76306704.07399999
2016,70945880.26319697
2017,76601631.40198302
2018,73653949.98
