YEAR,Total
2001,0
2002,2
2003,9
2004,7
2005,19
2006,19
2007,13
2008,10
2009,15
2010,13
2011,8
2012,6
2013,15
2014,9
2015,16
2016,25
2017,37
2018,48
2019,66
2020,130
