Year,Violations
2001,170
2002,224
2003,299
2004,391
2005,315
2006,254
2007,417
2008,604
2009,506
2010,548
2011,696
2012,553
2013,518
2014,545
2015,630
2016,586
2017,545
2018,575
2019,611
2020,523
