YEAR,Total
2001,247
2002,216
2003,230
2004,223
2005,211
2006,207
2007,215
2008,208
2009,223
2010,238
2011,255
2012,250
2013,230
2014,243
2015,47
2016,65
2017,98
2018,326
2019,227
2020,137
