Date,Sum_District,Sum_State
2010,3814727.1736749997,149631518.18950704
2011,3993701.58535,146663527.49791303
2012,4101603.9916499997,139635534.48323593
2013,3961971.4199999995,135910588.37500003
2014,2964375.3560000006,141360234.27290618
2015,4309423.112000001,140348002.83869475
2016,3658913.9820000003,141180648.53585893
2017,3989059.718,139544142.0255231
2018,4318834.878,146135691.30333656
