Date,Count
2001,30
2002,28
2003,31
2004,114
2005,149
2006,147
2007,64
2008,147
2009,36
2010,41
2011,24
2012,29
2013,21
2014,38
2015,33
2016,46
2017,48
2018,48
2019,30
2020,42
