,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
36,ADVANCED FOAM PLASTICS,0,,http://echo.epa.gov/detailed-facility-report?fid=110033180947,40.67799,-111.89483
1091,CURRANT CREEK POWER PROJECT,0,,http://echo.epa.gov/detailed-facility-report?fid=110017841601,39.821898,-111.894659
1153,MONTE VISTA,0,,http://echo.epa.gov/detailed-facility-report?fid=110012358894,40.6871,-111.84682
1666,ASH GROVE CEMENT- LEAMINGTON UTAH,0,,http://echo.epa.gov/detailed-facility-report?fid=110002463717,39.563527,-112.197061
1794,KENT HANSEN TEXACO SERVICE,0,,http://echo.epa.gov/detailed-facility-report?fid=110001885050,40.580407,-111.87222
1960,ACTION PLUMBING & HEATING,0,,http://echo.epa.gov/detailed-facility-report?fid=110018858609,40.5922,-111.89809
2794,WERKSHOP & MARCH SALES,0,,http://echo.epa.gov/detailed-facility-report?fid=110001885844,40.7066,-111.916968
3988,A APPLIANCE AND REFRIGERATION SERVICE,0,,http://echo.epa.gov/detailed-facility-report?fid=110001886040,40.71266,-111.87668
4227,OVERLOOK APARTMENTS,0,,http://echo.epa.gov/detailed-facility-report?fid=110046385853,40.67033,-111.96233
5038,COMFORT CHAMPION SERVICES,0,,http://echo.epa.gov/detailed-facility-report?fid=110033198402,40.69673,-111.95988
6333,CAMERON CONSTRUCTION,0,,http://echo.epa.gov/detailed-facility-report?fid=110030900586,40.69384,-111.89586
6385,CABINETRY BY KARMAN,0,,http://echo.epa.gov/detailed-facility-report?fid=110001883864,40.640035,-111.90184
6490,"SYSCO INTERMOUNTAIN, INC.",0,,http://echo.epa.gov/detailed-facility-report?fid=110014406838,40.57929,-112.04024
7641,WINDRIVER INVESTMENTS (MILLER PAVING),0,,http://echo.epa.gov/detailed-facility-report?fid=110001885577,40.681114,-111.89122
8230,"NOVA CONSULTING GROUP, INC.",0,,http://echo.epa.gov/detailed-facility-report?fid=110030900595,40.64922,-111.88655
8648,WYNN CO.,0,,http://echo.epa.gov/detailed-facility-report?fid=110001884998,40.70415,-111.85228
9047,ESCO SERVICES INC.,0,,http://echo.epa.gov/detailed-facility-report?fid=110039141880,40.71627,-111.89971
9329,PICK-N-PULL,0,,http://echo.epa.gov/detailed-facility-report?fid=110013402353,40.69977,-111.90748
9572,KENNECOTT BARNEYS CANYON MINING CO,0,,http://echo.epa.gov/detailed-facility-report?fid=110042022085,40.5826,-112.0993
9876,MOUNTAIN AIRS,0,,http://echo.epa.gov/detailed-facility-report?fid=110012358279,40.63472,-111.93355
