Date,Amount,Count
2001,5000,2
2002,292450,6
2003,34350,3
2004,11125,1
2005,72190,10
2006,0,5
2007,0,0
2008,5881,3
2009,47570,3
2010,11350,2
2011,55936,3
2012,90090,4
2013,9000,2
2014,1000,1
2015,0,2
2016,0,0
2017,63237,1
2018,0,0
2019,599176,7
