Year,Violations
2001,250
2002,234
2003,291
2004,306
2005,288
2006,349
2007,356
2008,302
2009,177
2010,218
2011,229
2012,134
2013,161
2014,164
2015,200
2016,132
2017,166
2018,181
2019,230
2020,230
