YEAR,Total
2001,13
2002,32
2003,11
2004,0
2005,2
2006,0
2007,1
2008,6
2009,16
2010,22
2011,22
2012,27
2013,8
2014,4
2015,7
2016,8
2017,14
2018,20
2019,49
2020,27
