Year,Violations
2001,96
2002,153
2003,133
2004,152
2005,185
2006,133
2007,216
2008,209
2009,123
2010,66
2011,104
2012,54
2013,109
2014,227
2015,178
2016,165
2017,568
2018,953
2019,1068
2020,1364
