YEAR,Total
2001,35
2002,37
2003,28
2004,31
2005,1
2006,0
2007,0
2008,0
2011,0
2012,12
2013,0
2014,0
2015,0
2016,0
2017,56
2018,117
2019,139
2020,121
2030,1
