Date,Sum
2010,1270953.568
2011,1318871.1139999998
2012,1065650.608
2013,1113787.6199999999
2014,1248516.406
2015,1271513.7159999998
2016,1153742.202
2017,1220878.234
2018,1236383.3740000003
