Program,State,CD,Facilities,Percent
CAA,MO,,10,0.21551724137931033
CWA,MO,,3331,30.825467332963168
RCRA,MO,,235,3.7769206043072967
CAA,MO,1,0,0.0
CWA,MO,1,51,14.529914529914532
RCRA,MO,1,32,2.9934518241347052
