YEAR,Total
2001,160
2002,179
2003,322
2004,242
2005,242
2006,225
2007,203
2008,222
2009,235
2010,303
2011,360
2012,226
2013,451
2014,387
2015,348
2016,326
2017,333
2018,509
2019,669
2020,698
2021,2
