Date,Sum_District,Sum_State
2010,12810787.231999999,35340514.08931401
2011,11077333.603999998,32796450.896999996
2012,9439951.353999998,26673169.95800001
2013,7526183.646,24715415.584000006
2014,9720409.786000002,27148575.76000001
2015,6903616.9520000005,24218386.494
2016,7804728.772,24064976.17200001
2017,4099290.106,19204436.599999994
2018,6057590.138000001,23940532.990000006
