Date,Count
2001,4
2002,3
2003,0
2004,0
2005,1
2006,8
2007,3
2008,10
2009,24
2010,7
2011,8
2012,8
2013,9
2014,4
2015,7
2016,3
2017,4
2018,11
2019,6
2020,1
