Date,Count
2001,7
2002,4
2003,5
2004,7
2005,4
2006,6
2007,7
2008,1
2009,4
2010,2
2011,2
2012,2
2013,0
2014,0
2015,0
2016,1
2017,1
2018,1
2019,1
