YEAR,Total
2001,0
2002,0
2003,0
2004,0
2005,4
2006,3
2007,11
2008,101
2009,139
2010,275
2011,574
2012,570
2013,932
2014,698
2015,1790
2016,2717
2017,2702
2018,3347
2019,4616
2020,4528
