YEAR,Total
2001,182
2002,354
2003,664
2004,693
2005,798
2006,758
2007,825
2008,829
2009,797
2010,1061
2011,1171
2012,1032
2013,1101
2014,1104
2015,1310
2016,1139
2017,1013
2018,1074
2019,1204
2020,902
2021,2
