YEAR,Total
2001,47
2002,48
2003,45
2004,60
2005,68
2006,49
2007,64
2008,122
2009,124
2010,102
2011,97
2012,93
2013,81
2014,135
2015,178
2016,179
2017,150
2018,209
2019,249
2020,279
