YEAR,Total
2001,34
2002,20
2003,81
2004,120
2005,142
2006,144
2007,189
2008,234
2009,224
2010,265
2011,238
2012,187
2013,129
2014,294
2015,215
2016,265
2017,256
2018,198
2019,162
2020,100
