YEAR,Total
2001,99
2002,81
2003,116
2004,74
2005,72
2006,85
2007,60
2008,243
2009,309
2010,504
2011,427
2012,260
2013,414
2014,388
2015,331
2016,342
2017,438
2018,1034
2019,975
2020,1187
