Year,Violations
2001,0
2002,1
2003,2
2004,1
2005,11
2006,14
2007,1
2008,5
2009,2
2010,3
2011,0
2012,14
2013,5
2014,0
2015,36
2016,21
2017,29
2018,53
2019,89
2020,55
