YEAR,Total
2001,5
2002,8
2003,17
2004,84
2005,70
2006,51
2007,55
2008,66
2009,88
2010,81
2011,88
2012,106
2013,102
2014,95
2015,97
2016,67
2017,133
2018,251
2019,403
2020,380
