Date,Sum
2010,44954178.955762
2011,41225356.237775005
2012,41828747.379089996
2013,41362910.24800002
2014,42965846.44300003
2015,42730282.91428404
2016,43792566.01799999
2017,41689295.82399998
2018,44418727.64099999
