YEAR,Total
2002,1
2003,5
2004,0
2005,1
2006,0
2007,0
2008,7
2009,22
2010,33
2011,23
2012,12
2013,10
2014,12
2015,59
2016,65
2017,117
2018,561
2019,758
2020,937
