Date,Count
2001,6
2002,7
2003,7
2004,11
2005,5
2006,6
2007,10
2008,7
2009,10
2010,6
2011,4
2012,8
2013,2
2014,5
2015,5
2016,5
2017,2
2018,1
2019,11
2020,13
